199280 271 4.15e-03 0.00e+00
206249 326 4.37e-03 0.00e+00
215754 391 4.12e-03 0.00e+00
216361 475 4.15e-03 0.00e+00
218032 575 4.20e-03 0.00e+00
222381 800 4.22e-03 0.00e+00
226574 981 4.47e-03 0.00e+00
229135 1066 4.40e-03 0.00e+00
230732 1146 4.14e-03 0.00e+00
241124 1470 4.19e-03 0.00e+00
262916 3117 4.28e-03 0.00e+00
263339 3208 4.18e-03 0.00e+00
263341 3209 4.38e-03 0.00e+00
264758 3490 4.16e-03 0.00e+00
293272 5266 4.33e-03 0.00e+00
293599 5292 4.11e-03 0.00e+00
295025 5388 4.28e-03 0.00e+00
296795 5659 4.24e-03 0.00e+00
297494 5743 4.38e-03 0.00e+00
297991 5787 4.19e-03 0.00e+00
303939 6450 4.21e-03 0.00e+00
308925 6990 4.15e-03 0.00e+00
310557 7170 4.15e-03 0.00e+00
313391 7478 9.51e-05 0.00e+00
317891 7844 4.14e-03 0.00e+00
327251 8750 4.29e-03 0.00e+00
337255 9810 4.19e-03 0.00e+00
339191 10018 4.21e-03 0.00e+00
339398 10045 4.13e-03 0.00e+00
341083 10239 4.12e-03 0.00e+00
343925 10579 4.16e-03 0.00e+00
352833 11708 4.19e-03 0.00e+00
353099 11750 4.26e-03 0.00e+00
353362 11776 4.16e-03 0.00e+00
358595 12851 4.10e-03 0.00e+00
362460 13670 4.14e-03 0.00e+00
363089 13802 4.40e-03 0.00e+00
365775 14272 4.18e-03 0.00e+00
366005 14305 4.25e-03 0.00e+00
370034 14984 4.23e-03 0.00e+00
372654 15313 4.14e-03 0.00e+00
381565 16192 4.19e-03 0.00e+00
393776 17061 4.11e-03 0.00e+00
398698 17283 4.57e-03 0.00e+00
399168 17300 4.22e-03 0.00e+00
216492 495 4.09e-03 1.00e-03
229277 1078 3.00e-04 1.00e-03
231751 1185 4.08e-03 1.00e-03
237289 1337 4.15e-03 1.00e-03
252771 2037 4.10e-03 1.00e-03
256474 2319 4.14e-03 1.00e-03
263388 3224 4.20e-03 1.00e-03
264436 3423 4.10e-03 1.00e-03
264668 3464 4.13e-03 1.00e-03
309555 7058 4.10e-03 1.00e-03
311165 7246 4.14e-03 1.00e-03
320247 8079 4.10e-03 1.00e-03
332931 9368 4.10e-03 1.00e-03
348381 11109 4.11e-03 1.00e-03
355536 12204 4.18e-03 1.00e-03
363458 13872 1.31e-04 1.00e-03
364802 14112 4.29e-03 1.00e-03
365402 14211 4.22e-03 1.00e-03
367013 14486 1.56e-04 1.00e-03
407375 17627 4.13e-03 1.00e-03
37869 96 4.09e-03 2.00e-03
