398698 17283 8.48e-03
226574 981 8.39e-03
229135 1066 8.36e-03
263341 3209 8.35e-03
297494 5743 8.35e-03
363089 13802 8.34e-03
262916 3117 8.33e-03
293272 5266 8.32e-03
206249 326 8.31e-03
327251 8750 8.28e-03
353099 11750 8.27e-03
295025 5388 8.26e-03
222381 800 8.25e-03
364802 14112 8.25e-03
366005 14305 8.24e-03
365402 14211 8.23e-03
381565 16192 8.23e-03
296795 5659 8.23e-03
337255 9810 8.22e-03
241124 1470 8.22e-03
303939 6450 8.22e-03
399168 17300 8.22e-03
370034 14984 8.22e-03
365775 14272 8.22e-03
297991 5787 8.21e-03
352833 11708 8.21e-03
339191 10018 8.21e-03
264758 3490 8.20e-03
263339 3208 8.20e-03
310557 7170 8.20e-03
218032 575 8.20e-03
216361 475 8.20e-03
230732 1146 8.20e-03
263388 3224 8.19e-03
355759 12253 8.19e-03
355536 12204 8.19e-03
237289 1337 8.19e-03
362460 13670 8.18e-03
358866 12908 8.18e-03
317891 7844 8.18e-03
343925 10579 8.18e-03
353362 11776 8.18e-03
339398 10045 8.17e-03
199280 271 8.17e-03
308845 6980 8.17e-03
372654 15313 8.17e-03
264668 3464 8.16e-03
407375 17627 8.16e-03
256474 2319 8.16e-03
311165 7246 8.16e-03
308925 6990 8.15e-03
215754 391 8.15e-03
357669 12646 8.15e-03
382064 16257 8.15e-03
356134 12334 8.15e-03
348381 11109 8.15e-03
297439 5737 8.15e-03
264436 3423 8.15e-03
393776 17061 8.14e-03
293599 5292 8.14e-03
341083 10239 8.14e-03
37869 96 8.14e-03
320247 8079 8.14e-03
332931 9368 8.14e-03
252771 2037 8.14e-03
309555 7058 8.13e-03
257068 2364 8.13e-03
222572 814 8.13e-03
216492 495 8.13e-03
270162 4007 8.13e-03
358595 12851 8.13e-03
356972 12502 8.13e-03
231751 1185 8.12e-03
379680 15976 8.12e-03
295897 5506 5.80e-04
351686 11562 5.47e-04
250971 1909 4.70e-04
229239 1071 4.50e-04
314196 7550 4.27e-04
258743 2509 3.93e-04
349467 11261 3.66e-04
272298 4117 3.39e-04
269305 3957 3.37e-04
3084 9 3.27e-04
270202 4010 3.27e-04
291295 5149 3.21e-04
265171 3579 3.14e-04
350941 11464 3.05e-04
333363 9412 3.04e-04
306512 6716 2.98e-04
360266 13218 2.93e-04
367207 14521 2.91e-04
275493 4319 2.81e-04
361125 13392 2.79e-04
226730 983 2.67e-04
412237 17812 2.66e-04
220764 688 2.64e-04
349960 11336 2.55e-04
309845 7098 2.48e-04
344818 10683 2.46e-04
215832 400 2.45e-04
298125 5798 2.41e-04
308541 6944 2.41e-04
263025 3139 2.39e-04
231449 1170 2.37e-04
252486 2006 2.36e-04
388107 16802 2.35e-04
272190 4106 2.32e-04
263967 3320 2.31e-04
284981 4807 2.28e-04
304697 6526 2.27e-04
400175 17343 2.26e-04
264832 3502 2.25e-04
265715 3664 2.23e-04
411532 17789 2.22e-04
