360973 17283 8.48e-03 0.00e+00 989
282091 981 8.39e-03 0.00e+00 992
231449 1066 8.36e-03 0.00e+00 977
57513 3209 8.35e-03 0.00e+00 997
311469 5743 8.35e-03 0.00e+00 992
223023 13802 8.34e-03 0.00e+00 962
263341 326 8.31e-03 0.00e+00 984
218032 5388 8.26e-03 0.00e+00 989
264436 17300 8.22e-03 1.00e-03 961
314807 14984 8.22e-03 0.00e+00 934
391879 14272 8.22e-03 0.00e+00 999
364114 3208 8.20e-03 0.00e+00 997
359512 575 8.20e-03 0.00e+00 933
339398 12204 8.19e-03 1.00e-03 999
387699 1337 8.19e-03 1.00e-03 980
377218 7844 8.18e-03 0.00e+00 980
296026 10579 8.18e-03 0.00e+00 966
264708 10045 8.17e-03 0.00e+00 948
348381 3464 8.16e-03 1.00e-03 995
220764 11109 8.15e-03 1.00e-03 973
237289 3423 8.15e-03 1.00e-03 940
290866 7058 8.13e-03 1.00e-03 902
321203 1909 4.70e-04 1.00e-02 973
379140 2509 3.93e-04 9.00e-03 991
369647 11261 3.66e-04 1.30e-02 999
312988 9 3.27e-04 7.00e-03 910
314733 5149 3.21e-04 1.20e-02 997
332049 6716 2.98e-04 5.00e-03 994
226317 13218 2.93e-04 2.10e-02 988
399168 4319 2.81e-04 4.40e-02 987
369293 983 2.67e-04 1.40e-02 995
397073 17812 2.66e-04 7.00e-03 978
303231 688 2.64e-04 1.60e-02 926
357066 11336 2.55e-04 4.00e-02 949
280357 1170 2.37e-04 2.10e-02 967
440045 4807 2.28e-04 4.00e-02 934
441600 3502 2.25e-04 7.00e-03 985
229794 9903 2.19e-04 1.30e-02 912
246657 6304 2.18e-04 2.70e-02 986
264832 7235 2.16e-04 3.60e-02 997
360891 6686 2.13e-04 3.10e-02 982
262186 17279 2.09e-04 8.00e-03 926
365924 5130 2.05e-04 1.10e-02 909
394624 14915 2.03e-04 7.00e-03 914
355627 13096 2.02e-04 2.70e-02 981
176195 3975 2.00e-04 3.60e-02 969
155840 942 1.99e-04 4.00e-03 948
291759 1107 1.95e-04 4.30e-02 969
271234 12306 1.95e-04 4.00e-03 991
259607 3458 1.89e-04 3.80e-02 963
414904 11763 1.87e-04 2.20e-02 908
248923 16787 1.86e-04 3.20e-02 956
353224 2227 1.85e-04 1.40e-02 932
398632 5212 1.85e-04 2.20e-02 997
252723 3474 1.84e-04 2.20e-02 944
251377 5671 1.83e-04 6.00e-03 980
364034 9875 1.81e-04 4.00e-02 984
375608 2621 1.79e-04 1.40e-02 972
296027 148 1.79e-04 1.50e-02 996
206249 12403 1.71e-04 8.00e-03 950
348573 10603 1.68e-04 4.00e-03 950
3084 5371 1.66e-04 1.10e-02 922
287820 13435 1.64e-04 8.00e-03 981
393566 509 1.64e-04 1.30e-02 998
54666 13442 1.63e-04 2.50e-02 983
370989 1637 1.61e-04 9.00e-03 982
413625 1425 1.58e-04 1.20e-02 901
262878 9259 1.58e-04 8.00e-03 999
356530 18825 1.56e-04 1.90e-02 949
302665 6618 1.54e-04 8.00e-03 994
359663 58 1.53e-04 1.80e-02 982
339933 14742 1.52e-04 1.30e-02 919
162749 4960 1.49e-04 2.70e-02 976
370034 14205 1.48e-04 1.90e-02 995
341208 15918 1.47e-04 7.00e-03 978
356022 14840 1.44e-04 7.00e-03 934
291295 4540 1.43e-04 5.00e-03 989
306245 7907 1.43e-04 4.60e-02 961
356953 13528 1.43e-04 1.30e-02 936
349595 4947 1.43e-04 2.60e-02 915
263339 1811 1.42e-04 1.80e-02 928
380855 16784 1.41e-04 2.80e-02 922
259206 11559 1.40e-04 9.00e-03 971
302150 10116 1.39e-04 4.30e-02 960
292303 12937 1.39e-04 3.00e-02 972
264668 6037 1.38e-04 1.10e-02 954
381698 177 1.36e-04 2.40e-02 998
331172 12418 1.36e-04 3.80e-02 903
387662 18786 1.35e-04 5.00e-03 929
294728 1074 1.35e-04 4.60e-02 902
229135 11305 1.33e-04 6.00e-03 932
250971 6242 1.32e-04 2.20e-02 986
412237 8985 1.31e-04 1.30e-02 978
347979 5211 1.31e-04 1.00e-02 983
297494 12227 1.30e-04 3.00e-02 937
242152 12935 1.29e-04 1.30e-02 953
304236 9222 1.26e-04 1.90e-02 963
329411 2957 1.24e-04 8.00e-03 988
265800 9202 1.23e-04 1.10e-02 931
349770 7124 1.22e-04 2.20e-02 987
284981 1037 1.22e-04 1.20e-02 984
359497 6073 1.21e-04 1.40e-02 919
245907 17652 1.20e-04 2.00e-02 984
276571 13872 1.20e-04 1.00e-03 913
408146 5179 1.20e-04 1.80e-02 929
220751 1661 1.20e-04 3.90e-02 932
260010 5249 1.19e-04 1.20e-02 939
251372 4642 1.19e-04 2.80e-02 906
300692 15881 1.16e-04 4.90e-02 993
368683 10255 1.16e-04 2.60e-02 967
263125 2033 1.15e-04 2.50e-02 941
298838 13979 1.15e-04 3.10e-02 971
343925 3166 1.15e-04 2.60e-02 917
330959 664 1.15e-04 4.50e-02 995
315768 13984 1.13e-04 4.00e-02 996
239938 3105 1.11e-04 4.80e-02 917
339393 11501 1.11e-04 2.50e-02 964
376500 1709 1.10e-04 3.10e-02 973
295025 11061 1.09e-04 2.10e-02 910
237527 3902 1.09e-04 6.00e-03 921
286758 1165 1.08e-04 9.00e-03 978
