398698 17283 7.19e-03 0.00e+00 989
226574 981 7.09e-03 0.00e+00 992
229135 1066 7.05e-03 0.00e+00 977
263341 3209 7.04e-03 0.00e+00 997
297494 5743 7.04e-03 0.00e+00 992
363089 13802 7.03e-03 0.00e+00 962
206249 326 7.00e-03 0.00e+00 984
293272 5266 7.00e-03 0.00e+00 923
353099 11750 6.95e-03 0.00e+00 973
295025 5388 6.93e-03 0.00e+00 989
366005 14305 6.92e-03 0.00e+00 940
365402 14211 6.90e-03 1.00e-03 961
296795 5659 6.90e-03 0.00e+00 934
399168 17300 6.89e-03 0.00e+00 961
370034 14984 6.89e-03 0.00e+00 934
365775 14272 6.88e-03 0.00e+00 999
339191 10018 6.88e-03 0.00e+00 992
352833 11708 6.88e-03 0.00e+00 973
218032 575 6.87e-03 0.00e+00 933
263339 3208 6.87e-03 0.00e+00 997
264758 3490 6.86e-03 0.00e+00 973
355536 12204 6.85e-03 1.00e-03 999
237289 1337 6.85e-03 1.00e-03 980
343925 10579 6.84e-03 0.00e+00 966
317891 7844 6.84e-03 0.00e+00 980
339398 10045 6.83e-03 0.00e+00 948
264668 3464 6.82e-03 1.00e-03 995
356134 12334 6.81e-03 2.00e-03 902
348381 11109 6.80e-03 1.00e-03 973
393776 17061 6.80e-03 0.00e+00 905
264436 3423 6.80e-03 1.00e-03 940
252771 2037 6.79e-03 1.00e-03 905
309555 7058 6.79e-03 1.00e-03 902
250971 1909 5.53e-04 9.00e-03 973
229239 1071 5.37e-04 1.00e-02 972
258743 2509 4.60e-04 7.00e-03 991
349467 11261 4.27e-04 1.30e-02 999
272298 4117 4.00e-04 1.00e-02 999
291295 5149 3.78e-04 1.10e-02 997
265171 3579 3.76e-04 4.40e-02 978
3084 9 3.76e-04 7.00e-03 910
360266 13218 3.54e-04 1.90e-02 988
306512 6716 3.53e-04 5.00e-03 994
275493 4319 3.40e-04 3.90e-02 987
361125 13392 3.32e-04 2.60e-02 981
226730 983 3.15e-04 1.30e-02 995
220764 688 3.13e-04 1.40e-02 926
412237 17812 3.12e-04 7.00e-03 978
349960 11336 3.10e-04 3.80e-02 949
231449 1170 2.80e-04 1.60e-02 967
284981 4807 2.73e-04 3.50e-02 934
264832 3502 2.63e-04 7.00e-03 985
356346 12377 2.63e-04 2.50e-02 935
302665 6304 2.59e-04 2.60e-02 986
306245 6686 2.59e-04 2.40e-02 982
311032 7235 2.58e-04 3.20e-02 997
338072 9903 2.54e-04 1.30e-02 912
302961 6341 2.48e-04 4.00e-02 947
385834 16583 2.47e-04 1.50e-02 902
398632 17279 2.46e-04 8.00e-03 926
359663 13096 2.41e-04 2.30e-02 981
229794 1107 2.41e-04 4.00e-02 969
269571 3975 2.39e-04 3.00e-02 969
369647 14915 2.36e-04 7.00e-03 914
290866 5130 2.34e-04 1.00e-02 909
225831 942 2.33e-04 4.00e-03 948
324173 8463 2.30e-04 2.00e-02 978
264657 3458 2.29e-04 3.50e-02 963
233242 1227 2.27e-04 1.50e-02 927
356022 12306 2.26e-04 4.00e-03 991
387699 16787 2.23e-04 2.70e-02 956
337825 9875 2.21e-04 3.90e-02 984
303830 6439 2.20e-04 3.30e-02 980
296871 5671 2.19e-04 4.00e-03 980
264708 3474 2.19e-04 2.00e-02 944
353224 11763 2.17e-04 2.20e-02 908
260010 2621 2.17e-04 1.40e-02 972
292303 5212 2.16e-04 2.10e-02 997
255030 2227 2.13e-04 1.20e-02 932
356438 12403 2.02e-04 5.00e-03 950
155840 148 1.99e-04 1.50e-02 996
294728 5371 1.95e-04 6.00e-03 922
216797 509 1.95e-04 1.30e-02 998
344192 10603 1.93e-04 4.00e-03 950
361405 13442 1.93e-04 2.20e-02 983
361359 13435 1.92e-04 8.00e-03 981
386884 16717 1.91e-04 2.10e-02 990
239938 1425 1.88e-04 1.20e-02 901
245414 1637 1.87e-04 9.00e-03 982
441691 18825 1.85e-04 1.80e-02 949
332049 9259 1.84e-04 8.00e-03 999
305651 6618 1.82e-04 7.00e-03 994
368683 14742 1.81e-04 1.30e-02 919
384273 16445 1.80e-04 3.20e-02 993
379140 15918 1.77e-04 6.00e-03 978
287820 4960 1.77e-04 2.70e-02 976
297185 5702 1.76e-04 4.70e-02 916
365380 14205 1.74e-04 1.80e-02 995
11653 58 1.74e-04 1.70e-02 982
401399 17382 1.74e-04 6.00e-03 998
287641 4947 1.73e-04 2.20e-02 915
388001 16801 1.73e-04 3.80e-02 925
318472 7907 1.72e-04 4.40e-02 961
387662 16784 1.70e-04 2.80e-02 922
265023 3542 1.69e-04 4.70e-02 990
354394 11919 1.69e-04 1.90e-02 984
358997 12937 1.67e-04 2.90e-02 972
340019 10116 1.67e-04 4.10e-02 960
248923 1811 1.67e-04 1.80e-02 928
280357 4540 1.67e-04 4.00e-03 989
269886 3992 1.67e-04 3.90e-02 902
369293 14840 1.66e-04 7.00e-03 934
300289 6037 1.63e-04 1.00e-02 954
229264 1074 1.63e-04 4.80e-02 902
264246 3385 1.62e-04 1.30e-02 999
356530 12418 1.62e-04 3.80e-02 903
351671 11559 1.61e-04 9.00e-03 971
361850 13528 1.61e-04 1.30e-02 936
162749 177 1.59e-04 2.40e-02 998
355627 12227 1.57e-04 2.80e-02 937
302150 6242 1.57e-04 2.00e-02 986
292301 5211 1.55e-04 9.00e-03 983
352608 11682 1.55e-04 1.40e-02 902
364805 14113 1.55e-04 3.70e-02 948
351273 11503 1.54e-04 4.20e-02 970
440045 18786 1.54e-04 5.00e-03 929
363827 13940 1.53e-04 3.50e-02 902
