398698 17283 7.19e-03
226574 981 7.09e-03
229135 1066 7.05e-03
263341 3209 7.04e-03
297494 5743 7.04e-03
363089 13802 7.03e-03
206249 326 7.00e-03
293272 5266 7.00e-03
262916 3117 7.00e-03
327251 8750 6.96e-03
353099 11750 6.95e-03
364802 14112 6.93e-03
295025 5388 6.93e-03
366005 14305 6.92e-03
222381 800 6.92e-03
365402 14211 6.90e-03
296795 5659 6.90e-03
399168 17300 6.89e-03
303939 6450 6.89e-03
370034 14984 6.89e-03
337255 9810 6.89e-03
381565 16192 6.89e-03
241124 1470 6.89e-03
365775 14272 6.88e-03
339191 10018 6.88e-03
297991 5787 6.88e-03
352833 11708 6.88e-03
218032 575 6.87e-03
263339 3208 6.87e-03
264758 3490 6.86e-03
263388 3224 6.86e-03
310557 7170 6.86e-03
355759 12253 6.86e-03
216361 475 6.85e-03
355536 12204 6.85e-03
230732 1146 6.85e-03
358866 12908 6.85e-03
237289 1337 6.85e-03
362460 13670 6.84e-03
343925 10579 6.84e-03
353362 11776 6.84e-03
317891 7844 6.84e-03
199280 271 6.83e-03
339398 10045 6.83e-03
308845 6980 6.83e-03
372654 15313 6.83e-03
264668 3464 6.82e-03
256474 2319 6.82e-03
311165 7246 6.82e-03
407375 17627 6.82e-03
308925 6990 6.82e-03
215754 391 6.81e-03
357669 12646 6.81e-03
356134 12334 6.81e-03
297439 5737 6.81e-03
382064 16257 6.80e-03
348381 11109 6.80e-03
341083 10239 6.80e-03
393776 17061 6.80e-03
293599 5292 6.80e-03
264436 3423 6.80e-03
320247 8079 6.80e-03
332931 9368 6.79e-03
37869 96 6.79e-03
252771 2037 6.79e-03
257068 2364 6.79e-03
309555 7058 6.79e-03
270162 4007 6.79e-03
216492 495 6.78e-03
358595 12851 6.78e-03
222572 814 6.78e-03
356972 12502 6.78e-03
231751 1185 6.78e-03
379680 15976 6.77e-03
295897 5506 6.78e-04
351686 11562 6.51e-04
250971 1909 5.53e-04
229239 1071 5.37e-04
314196 7550 5.07e-04
258743 2509 4.60e-04
349467 11261 4.27e-04
269305 3957 4.14e-04
270202 4010 4.02e-04
272298 4117 4.00e-04
291295 5149 3.78e-04
350941 11464 3.77e-04
265171 3579 3.76e-04
3084 9 3.76e-04
333363 9412 3.58e-04
360266 13218 3.54e-04
306512 6716 3.53e-04
367207 14521 3.50e-04
275493 4319 3.40e-04
361125 13392 3.32e-04
226730 983 3.15e-04
220764 688 3.13e-04
412237 17812 3.12e-04
309845 7098 3.10e-04
349960 11336 3.10e-04
215832 400 3.05e-04
344818 10683 3.00e-04
263025 3139 2.98e-04
388107 16802 2.93e-04
263967 3320 2.92e-04
308541 6944 2.88e-04
298125 5798 2.86e-04
231449 1170 2.80e-04
304697 6526 2.78e-04
352121 11609 2.74e-04
284981 4807 2.73e-04
400175 17343 2.73e-04
252486 2006 2.70e-04
411532 17789 2.70e-04
272190 4106 2.65e-04
264832 3502 2.63e-04
356346 12377 2.63e-04
302665 6304 2.59e-04
306245 6686 2.59e-04
311032 7235 2.58e-04
277541 4409 2.55e-04
396704 17195 2.54e-04
338072 9903 2.54e-04
350052 11354 2.53e-04
241052 1469 2.53e-04
335153 9647 2.51e-04
346671 10900 2.49e-04
302961 6341 2.48e-04
385834 16583 2.47e-04
289153 5026 2.47e-04
398632 17279 2.46e-04
262269 2976 2.43e-04
366563 14409 2.43e-04
229277 1078 2.43e-04
221930 756 2.43e-04
361423 13446 2.42e-04
359663 13096 2.41e-04
229794 1107 2.41e-04
265715 3664 2.39e-04
269571 3975 2.39e-04
369647 14915 2.36e-04
329623 9008 2.36e-04
290866 5130 2.34e-04
225831 942 2.33e-04
296585 5628 2.32e-04
253792 2129 2.30e-04
324173 8463 2.30e-04
264657 3458 2.29e-04
371067 15126 2.28e-04
272317 4118 2.28e-04
265431 3624 2.27e-04
233242 1227 2.27e-04
356022 12306 2.26e-04
307786 6862 2.25e-04
344456 10640 2.23e-04
387699 16787 2.23e-04
308938 6994 2.23e-04
234590 1287 2.23e-04
337825 9875 2.21e-04
303830 6439 2.20e-04
353483 11794 2.20e-04
296871 5671 2.19e-04
264708 3474 2.19e-04
353224 11763 2.17e-04
260010 2621 2.17e-04
292303 5212 2.16e-04
227378 999 2.16e-04
324806 8526 2.15e-04
454071 19122 2.15e-04
394932 17118 2.15e-04
309591 7064 2.14e-04
233202 1226 2.13e-04
255030 2227 2.13e-04
361824 13524 2.12e-04
332454 9310 2.12e-04
361021 13367 2.11e-04
221972 759 2.09e-04
354558 11953 2.08e-04
261267 2751 2.06e-04
298910 5873 2.06e-04
386331 16654 2.06e-04
392718 17014 2.05e-04
315130 7620 2.04e-04
356438 12403 2.02e-04
439189 18771 2.01e-04
387176 16745 2.00e-04
288135 4982 2.00e-04
155840 148 1.99e-04
286301 4872 1.99e-04
359211 12977 1.98e-04
422753 18297 1.98e-04
372295 15290 1.96e-04
225275 898 1.95e-04
