206249 326 9.61e-03 0.00e+00
215754 391 9.49e-03 0.00e+00
216361 475 9.53e-03 0.00e+00
218032 575 9.53e-03 0.00e+00
222381 800 9.58e-03 0.00e+00
226574 981 9.68e-03 0.00e+00
229135 1066 9.66e-03 0.00e+00
230732 1146 9.53e-03 0.00e+00
241124 1470 9.55e-03 0.00e+00
262916 3117 9.65e-03 0.00e+00
263339 3208 9.53e-03 0.00e+00
263341 3209 9.65e-03 0.00e+00
264758 3490 9.54e-03 0.00e+00
293272 5266 9.63e-03 0.00e+00
293599 5292 9.49e-03 0.00e+00
295025 5388 9.57e-03 0.00e+00
296795 5659 9.55e-03 0.00e+00
297494 5743 9.65e-03 0.00e+00
297991 5787 9.55e-03 0.00e+00
303939 6450 9.55e-03 0.00e+00
308925 6990 9.49e-03 0.00e+00
310557 7170 9.54e-03 0.00e+00
313391 7478 6.50e-05 0.00e+00
317891 7844 9.52e-03 0.00e+00
327251 8750 9.59e-03 0.00e+00
339191 10018 9.54e-03 0.00e+00
339398 10045 9.51e-03 0.00e+00
341083 10239 9.48e-03 0.00e+00
343925 10579 9.51e-03 0.00e+00
352833 11708 9.54e-03 0.00e+00
353099 11750 9.59e-03 0.00e+00
353362 11776 9.51e-03 0.00e+00
358595 12851 9.47e-03 0.00e+00
362460 13670 9.52e-03 0.00e+00
363089 13802 9.64e-03 0.00e+00
365775 14272 9.55e-03 0.00e+00
366005 14305 9.56e-03 0.00e+00
370034 14984 9.54e-03 0.00e+00
372654 15313 9.50e-03 0.00e+00
381565 16192 9.56e-03 0.00e+00
393776 17061 9.49e-03 0.00e+00
398698 17283 9.75e-03 0.00e+00
216492 495 9.47e-03 1.00e-03
229277 1078 1.60e-04 1.00e-03
231751 1185 9.47e-03 1.00e-03
237289 1337 9.52e-03 1.00e-03
252771 2037 9.48e-03 1.00e-03
256474 2319 9.50e-03 1.00e-03
263388 3224 9.52e-03 1.00e-03
264436 3423 9.49e-03 1.00e-03
264668 3464 9.50e-03 1.00e-03
308845 6980 9.51e-03 1.00e-03
309555 7058 9.48e-03 1.00e-03
311165 7246 9.50e-03 1.00e-03
320247 8079 9.48e-03 1.00e-03
332931 9368 9.48e-03 1.00e-03
337255 9810 9.55e-03 1.00e-03
348381 11109 9.49e-03 1.00e-03
