398698 17283 9.75e-03
226574 981 9.68e-03
229135 1066 9.66e-03
297494 5743 9.65e-03
263341 3209 9.65e-03
262916 3117 9.65e-03
363089 13802 9.64e-03
293272 5266 9.63e-03
206249 326 9.61e-03
327251 8750 9.59e-03
353099 11750 9.59e-03
222381 800 9.58e-03
295025 5388 9.57e-03
364802 14112 9.57e-03
366005 14305 9.56e-03
381565 16192 9.56e-03
337255 9810 9.55e-03
365402 14211 9.55e-03
241124 1470 9.55e-03
303939 6450 9.55e-03
365775 14272 9.55e-03
296795 5659 9.55e-03
297991 5787 9.55e-03
352833 11708 9.54e-03
399168 17300 9.54e-03
370034 14984 9.54e-03
264758 3490 9.54e-03
339191 10018 9.54e-03
310557 7170 9.54e-03
216361 475 9.53e-03
230732 1146 9.53e-03
263339 3208 9.53e-03
218032 575 9.53e-03
263388 3224 9.52e-03
237289 1337 9.52e-03
362460 13670 9.52e-03
355536 12204 9.52e-03
355759 12253 9.52e-03
317891 7844 9.52e-03
358866 12908 9.51e-03
343925 10579 9.51e-03
353362 11776 9.51e-03
339398 10045 9.51e-03
308845 6980 9.51e-03
199280 271 9.51e-03
372654 15313 9.50e-03
264668 3464 9.50e-03
407375 17627 9.50e-03
256474 2319 9.50e-03
311165 7246 9.50e-03
308925 6990 9.49e-03
215754 391 9.49e-03
382064 16257 9.49e-03
348381 11109 9.49e-03
264436 3423 9.49e-03
356134 12334 9.49e-03
357669 12646 9.49e-03
37869 96 9.49e-03
393776 17061 9.49e-03
297439 5737 9.49e-03
293599 5292 9.49e-03
332931 9368 9.48e-03
341083 10239 9.48e-03
320247 8079 9.48e-03
252771 2037 9.48e-03
222572 814 9.48e-03
309555 7058 9.48e-03
216492 495 9.47e-03
257068 2364 9.47e-03
270162 4007 9.47e-03
356972 12502 9.47e-03
231751 1185 9.47e-03
358595 12851 9.47e-03
379680 15976 9.47e-03
295897 5506 4.62e-04
351686 11562 4.29e-04
250971 1909 3.71e-04
229239 1071 3.51e-04
314196 7550 3.34e-04
258743 2509 3.12e-04
349467 11261 2.92e-04
272298 4117 2.68e-04
3084 9 2.64e-04
269305 3957 2.56e-04
291295 5149 2.55e-04
270202 4010 2.48e-04
265171 3579 2.43e-04
333363 9412 2.40e-04
306512 6716 2.34e-04
350941 11464 2.31e-04
360266 13218 2.26e-04
367207 14521 2.25e-04
361125 13392 2.18e-04
275493 4319 2.17e-04
412237 17812 2.11e-04
226730 983 2.10e-04
220764 688 2.08e-04
349960 11336 1.97e-04
252486 2006 1.91e-04
265715 3664 1.90e-04
344818 10683 1.89e-04
298125 5798 1.89e-04
272190 4106 1.88e-04
308541 6944 1.87e-04
231449 1170 1.86e-04
309845 7098 1.85e-04
215832 400 1.85e-04
264832 3502 1.79e-04
263025 3139 1.78e-04
284981 4807 1.78e-04
388107 16802 1.77e-04
400175 17343 1.76e-04
338072 9903 1.75e-04
304697 6526 1.75e-04
411532 17789 1.72e-04
356346 12377 1.71e-04
263967 3320 1.71e-04
302665 6304 1.71e-04
241052 1469 1.70e-04
311032 7235 1.68e-04
352121 11609 1.67e-04
385834 16583 1.66e-04
290866 5130 1.66e-04
398632 17279 1.64e-04
306245 6686 1.64e-04
396704 17195 1.63e-04
369647 14915 1.63e-04
265431 3624 1.62e-04
233242 1227 1.60e-04
229277 1078 1.60e-04
225831 942 1.58e-04
277541 4409 1.58e-04
359663 13096 1.57e-04
356022 12306 1.57e-04
386331 16654 1.57e-04
302961 6341 1.56e-04
262269 2976 1.56e-04
269571 3975 1.55e-04
454071 19122 1.55e-04
221930 756 1.55e-04
308938 6994 1.55e-04
346671 10900 1.54e-04
361423 13446 1.54e-04
335153 9647 1.54e-04
296585 5628 1.52e-04
353224 11763 1.50e-04
350052 11354 1.50e-04
324173 8463 1.50e-04
372295 15290 1.49e-04
255030 2227 1.49e-04
264037 3341 1.48e-04
366563 14409 1.48e-04
229794 1107 1.48e-04
155840 148 1.48e-04
289153 5026 1.48e-04
292303 5212 1.47e-04
315130 7620 1.46e-04
264657 3458 1.46e-04
234590 1287 1.46e-04
387699 16787 1.45e-04
329623 9008 1.45e-04
261267 2751 1.44e-04
264708 3474 1.44e-04
221972 759 1.43e-04
296871 5671 1.42e-04
307786 6862 1.41e-04
297784 5770 1.41e-04
233202 1226 1.41e-04
272317 4118 1.40e-04
337825 9875 1.39e-04
253792 2129 1.39e-04
361824 13524 1.39e-04
260010 2621 1.38e-04
309591 7064 1.38e-04
303830 6439 1.37e-04
371067 15126 1.36e-04
344192 10603 1.35e-04
225275 898 1.35e-04
344456 10640 1.35e-04
356438 12403 1.34e-04
353483 11794 1.34e-04
394932 17118 1.33e-04
294728 5371 1.31e-04
422753 18297 1.31e-04
227378 999 1.30e-04
324806 8526 1.30e-04
361359 13435 1.30e-04
216797 509 1.29e-04
337459 9837 1.28e-04
359211 12977 1.28e-04
361405 13442 1.28e-04
245414 1637 1.28e-04
361021 13367 1.27e-04
318631 7917 1.26e-04
224237 882 1.26e-04
371236 15154 1.26e-04
332049 9259 1.25e-04
354558 11953 1.25e-04
239938 1425 1.25e-04
261769 2862 1.24e-04
286301 4872 1.24e-04
282561 4678 1.24e-04
312652 7417 1.24e-04
11653 58 1.23e-04
386884 16717 1.23e-04
225474 912 1.22e-04
332454 9310 1.22e-04
358994 12936 1.22e-04
441691 18825 1.22e-04
205890 323 1.21e-04
305651 6618 1.20e-04
392718 17014 1.20e-04
