206249 326 8.31e-03 0.00e+00
215754 391 8.15e-03 0.00e+00
216361 475 8.20e-03 0.00e+00
218032 575 8.20e-03 0.00e+00
222381 800 8.25e-03 0.00e+00
226574 981 8.39e-03 0.00e+00
229135 1066 8.36e-03 0.00e+00
230732 1146 8.20e-03 0.00e+00
241124 1470 8.22e-03 0.00e+00
262916 3117 8.33e-03 0.00e+00
263339 3208 8.20e-03 0.00e+00
263341 3209 8.35e-03 0.00e+00
264758 3490 8.20e-03 0.00e+00
293272 5266 8.32e-03 0.00e+00
293599 5292 8.14e-03 0.00e+00
295025 5388 8.26e-03 0.00e+00
296795 5659 8.23e-03 0.00e+00
297494 5743 8.35e-03 0.00e+00
297991 5787 8.21e-03 0.00e+00
303939 6450 8.22e-03 0.00e+00
308925 6990 8.15e-03 0.00e+00
310557 7170 8.20e-03 0.00e+00
313391 7478 7.93e-05 0.00e+00
317891 7844 8.18e-03 0.00e+00
327251 8750 8.28e-03 0.00e+00
339191 10018 8.21e-03 0.00e+00
339398 10045 8.17e-03 0.00e+00
341083 10239 8.14e-03 0.00e+00
343925 10579 8.18e-03 0.00e+00
352833 11708 8.21e-03 0.00e+00
353099 11750 8.27e-03 0.00e+00
353362 11776 8.18e-03 0.00e+00
358595 12851 8.13e-03 0.00e+00
362460 13670 8.18e-03 0.00e+00
363089 13802 8.34e-03 0.00e+00
365775 14272 8.22e-03 0.00e+00
366005 14305 8.24e-03 0.00e+00
370034 14984 8.22e-03 0.00e+00
372654 15313 8.17e-03 0.00e+00
381565 16192 8.23e-03 0.00e+00
393776 17061 8.14e-03 0.00e+00
398698 17283 8.48e-03 0.00e+00
199280 271 8.17e-03 1.00e-03
216492 495 8.13e-03 1.00e-03
229277 1078 2.04e-04 1.00e-03
231751 1185 8.12e-03 1.00e-03
237289 1337 8.19e-03 1.00e-03
252771 2037 8.14e-03 1.00e-03
256474 2319 8.16e-03 1.00e-03
263388 3224 8.19e-03 1.00e-03
264436 3423 8.15e-03 1.00e-03
264668 3464 8.16e-03 1.00e-03
308845 6980 8.17e-03 1.00e-03
309555 7058 8.13e-03 1.00e-03
311165 7246 8.16e-03 1.00e-03
320247 8079 8.14e-03 1.00e-03
332931 9368 8.14e-03 1.00e-03
337255 9810 8.22e-03 1.00e-03
348381 11109 8.15e-03 1.00e-03
355536 12204 8.19e-03 1.00e-03
363458 13872 1.20e-04 1.00e-03
364802 14112 8.25e-03 1.00e-03
365402 14211 8.23e-03 1.00e-03
367013 14486 1.38e-04 1.00e-03
399168 17300 8.22e-03 1.00e-03
407375 17627 8.16e-03 1.00e-03
37869 96 8.14e-03 2.00e-03
265627 3653 9.85e-05 2.00e-03
356134 12334 8.15e-03 2.00e-03
357669 12646 8.15e-03 2.00e-03
379680 15976 8.12e-03 2.00e-03
382064 16257 8.15e-03 2.00e-03
222572 814 8.13e-03 3.00e-03
225275 898 1.69e-04 3.00e-03
259206 2547 9.97e-05 3.00e-03
270162 4007 8.13e-03 3.00e-03
297439 5737 8.15e-03 3.00e-03
297784 5770 1.65e-04 3.00e-03
298125 5798 2.41e-04 3.00e-03
321203 8170 4.22e-05 3.00e-03
342267 10400 8.70e-05 3.00e-03
358866 12908 8.18e-03 3.00e-03
205890 323 1.46e-04 4.00e-03
225831 942 1.99e-04 4.00e-03
326948 8726 1.18e-04 4.00e-03
344192 10603 1.68e-04 4.00e-03
355759 12253 8.19e-03 4.00e-03
356022 12306 1.95e-04 4.00e-03
356972 12502 8.13e-03 4.00e-03
358994 12936 1.48e-04 4.00e-03
225245 897 1.02e-04 5.00e-03
257068 2364 8.13e-03 5.00e-03
265800 3680 9.06e-05 5.00e-03
280357 4540 1.43e-04 5.00e-03
304286 6485 1.37e-04 5.00e-03
304783 6535 8.78e-05 5.00e-03
306512 6716 2.98e-04 5.00e-03
352527 11669 8.66e-05 5.00e-03
394033 17078 1.00e-04 5.00e-03
440045 18786 1.35e-04 5.00e-03
226760 984 1.14e-04 6.00e-03
265715 3664 2.23e-04 6.00e-03
268638 3902 1.09e-04 6.00e-03
270452 4025 4.36e-05 6.00e-03
296545 5621 1.12e-04 6.00e-03
296861 5667 3.73e-05 6.00e-03
296871 5671 1.83e-04 6.00e-03
318770 7929 7.40e-05 6.00e-03
349770 11305 1.33e-04 6.00e-03
365435 14217 1.02e-04 6.00e-03
373648 15385 1.39e-04 6.00e-03
378360 15834 4.91e-05 6.00e-03
379110 15915 1.24e-04 6.00e-03
390637 16914 8.58e-05 6.00e-03
401399 17382 1.50e-04 6.00e-03
3084 9 3.27e-04 7.00e-03
40663 100 6.56e-05 7.00e-03
216254 460 1.11e-04 7.00e-03
252486 2006 2.36e-04 7.00e-03
255040 2229 8.97e-05 7.00e-03
264832 3502 2.25e-04 7.00e-03
265431 3624 1.99e-04 7.00e-03
324302 8477 9.34e-05 7.00e-03
333666 9445 9.92e-05 7.00e-03
356954 12498 9.67e-05 7.00e-03
367832 14621 9.40e-05 7.00e-03
369293 14840 1.44e-04 7.00e-03
369647 14915 2.03e-04 7.00e-03
379140 15918 1.47e-04 7.00e-03
386331 16654 1.87e-04 7.00e-03
412237 17812 2.66e-04 7.00e-03
456953 19228 4.90e-05 7.00e-03
470318 19483 9.15e-05 7.00e-03
225474 912 1.53e-04 8.00e-03
251241 1923 1.06e-04 8.00e-03
261693 2841 1.19e-04 8.00e-03
262186 2957 1.24e-04 8.00e-03
290310 5091 8.21e-05 8.00e-03
305651 6618 1.54e-04 8.00e-03
329990 9044 4.90e-05 8.00e-03
332049 9259 1.58e-04 8.00e-03
346206 10847 9.08e-05 8.00e-03
356438 12403 1.71e-04 8.00e-03
361359 13435 1.64e-04 8.00e-03
398632 17279 2.09e-04 8.00e-03
231228 1165 1.08e-04 9.00e-03
241052 1469 2.15e-04 9.00e-03
243924 1570 1.18e-04 9.00e-03
245414 1637 1.61e-04 9.00e-03
250151 1875 1.05e-04 9.00e-03
258494 2493 1.10e-04 9.00e-03
258743 2509 3.93e-04 9.00e-03
262623 3057 1.25e-04 9.00e-03
262919 3118 1.01e-04 9.00e-03
264896 3513 1.16e-04 9.00e-03
294702 5368 8.95e-05 9.00e-03
312988 7448 8.67e-05 9.00e-03
324890 8537 4.79e-05 9.00e-03
337459 9837 1.63e-04 9.00e-03
340278 10136 1.22e-04 9.00e-03
346032 10825 1.05e-04 9.00e-03
351671 11559 1.40e-04 9.00e-03
361562 13471 1.09e-04 9.00e-03
370270 15020 1.14e-04 9.00e-03
374467 15464 1.18e-04 9.00e-03
385721 16573 1.20e-04 9.00e-03
422753 18297 1.67e-04 9.00e-03
164227 182 1.01e-04 1.00e-02
219548 647 1.01e-04 1.00e-02
229239 1071 4.50e-04 1.00e-02
250971 1909 4.70e-04 1.00e-02
