314733 17283 4.57e-03 0.00e+00 989
359504 981 4.47e-03 0.00e+00 992
338072 13802 4.40e-03 0.00e+00 962
354782 1066 4.40e-03 0.00e+00 977
260010 5743 4.38e-03 0.00e+00 992
280357 3209 4.38e-03 0.00e+00 997
369647 326 4.37e-03 0.00e+00 984
252723 5388 4.28e-03 0.00e+00 989
359663 14984 4.23e-03 0.00e+00 934
370343 17300 4.22e-03 0.00e+00 961
355627 575 4.20e-03 0.00e+00 933
348573 14272 4.18e-03 0.00e+00 999
403495 3208 4.18e-03 0.00e+00 997
265171 12204 4.18e-03 1.00e-03 999
296027 10579 4.16e-03 0.00e+00 966
296026 1337 4.15e-03 1.00e-03 980
286758 7844 4.14e-03 0.00e+00 980
329418 10045 4.13e-03 0.00e+00 948
362469 3464 4.13e-03 1.00e-03 995
370034 11109 4.11e-03 1.00e-03 973
339393 3423 4.10e-03 1.00e-03 940
263864 7058 4.10e-03 1.00e-03 902
356953 1909 6.61e-04 9.00e-03 973
261233 2509 5.38e-04 6.00e-03 991
306512 11261 5.04e-04 1.30e-02 999
359497 3579 4.68e-04 2.80e-02 978
291759 5149 4.54e-04 1.10e-02 997
364034 13218 4.48e-04 1.40e-02 988
337383 4319 4.30e-04 3.00e-02 987
226317 6716 4.24e-04 4.00e-03 994
341208 9 4.22e-04 7.00e-03 910
356022 11336 4.07e-04 3.60e-02 949
229829 688 3.79e-04 9.00e-03 926
292303 983 3.74e-04 8.00e-03 995
357066 17812 3.60e-04 6.00e-03 978
264832 4807 3.40e-04 2.40e-02 934
361405 1170 3.32e-04 1.00e-02 967
259206 6686 3.31e-04 1.70e-02 982
371376 1107 3.26e-04 3.50e-02 969
296871 7235 3.19e-04 2.50e-02 997
359512 6304 3.17e-04 2.10e-02 986
320866 3502 3.01e-04 5.00e-03 985
398698 3975 2.97e-04 2.20e-02 969
360869 13096 2.94e-04 1.30e-02 981
358997 17279 2.93e-04 7.00e-03 926
361359 9903 2.92e-04 1.20e-02 912
304236 3458 2.90e-04 2.50e-02 963
294728 9875 2.88e-04 3.20e-02 984
311469 16787 2.81e-04 2.10e-02 956
372025 2621 2.76e-04 1.00e-02 972
264708 14915 2.71e-04 5.00e-03 914
220764 942 2.68e-04 4.00e-03 948
371471 5671 2.68e-04 4.00e-03 980
237289 3474 2.68e-04 1.70e-02 944
216341 12306 2.60e-04 4.00e-03 991
306245 5130 2.58e-04 6.00e-03 909
363458 5212 2.52e-04 1.90e-02 997
349770 11763 2.49e-04 2.30e-02 908
441600 509 2.42e-04 1.00e-02 998
317891 12403 2.41e-04 3.00e-03 950
362994 2227 2.36e-04 1.20e-02 932
220751 13442 2.33e-04 1.50e-02 983
303532 1425 2.29e-04 9.00e-03 901
225831 5371 2.27e-04 6.00e-03 922
399168 5426 2.24e-04 3.70e-02 949
331746 14742 2.22e-04 9.00e-03 919
362795 15918 2.21e-04 5.00e-03 978
329411 13435 2.21e-04 7.00e-03 981
319984 4947 2.21e-04 1.40e-02 915
319279 18825 2.20e-04 1.60e-02 949
263125 6618 2.17e-04 6.00e-03 994
226574 12937 2.15e-04 2.70e-02 972
239938 4960 2.14e-04 2.20e-02 976
314363 10603 2.14e-04 3.00e-03 950
245620 1637 2.14e-04 8.00e-03 982
411658 10116 2.14e-04 3.30e-02 960
378786 16784 2.13e-04 2.20e-02 922
269571 7907 2.11e-04 2.50e-02 961
427279 9259 2.11e-04 7.00e-03 999
300692 1074 2.10e-04 4.20e-02 902
265800 14205 2.08e-04 1.40e-02 995
295033 12418 2.04e-04 3.70e-02 903
347979 148 2.01e-04 1.30e-02 996
245414 12227 1.99e-04 2.50e-02 937
263056 1811 1.98e-04 1.30e-02 928
264657 6037 1.98e-04 9.00e-03 954
356530 664 1.90e-04 3.80e-02 995
320543 58 1.90e-04 1.30e-02 982
291295 5211 1.89e-04 5.00e-03 983
231449 4540 1.88e-04 3.00e-03 989
264436 6242 1.88e-04 1.30e-02 986
206249 12935 1.86e-04 7.00e-03 953
387699 177 1.86e-04 2.10e-02 998
11653 14840 1.84e-04 5.00e-03 934
353224 11559 1.81e-04 9.00e-03 971
256458 1661 1.73e-04 2.50e-02 932
364217 18786 1.71e-04 4.00e-03 929
275493 686 1.71e-04 3.60e-02 925
313391 9222 1.71e-04 1.50e-02 963
395590 13528 1.71e-04 1.10e-02 936
