206249 326 7.00e-03 0.00e+00
215754 391 6.81e-03 0.00e+00
216361 475 6.85e-03 0.00e+00
218032 575 6.87e-03 0.00e+00
222381 800 6.92e-03 0.00e+00
226574 981 7.09e-03 0.00e+00
229135 1066 7.05e-03 0.00e+00
230732 1146 6.85e-03 0.00e+00
241124 1470 6.89e-03 0.00e+00
262916 3117 7.00e-03 0.00e+00
263339 3208 6.87e-03 0.00e+00
263341 3209 7.04e-03 0.00e+00
264758 3490 6.86e-03 0.00e+00
293272 5266 7.00e-03 0.00e+00
293599 5292 6.80e-03 0.00e+00
295025 5388 6.93e-03 0.00e+00
296795 5659 6.90e-03 0.00e+00
297494 5743 7.04e-03 0.00e+00
297991 5787 6.88e-03 0.00e+00
303939 6450 6.89e-03 0.00e+00
308925 6990 6.82e-03 0.00e+00
310557 7170 6.86e-03 0.00e+00
313391 7478 8.94e-05 0.00e+00
317891 7844 6.84e-03 0.00e+00
327251 8750 6.96e-03 0.00e+00
337255 9810 6.89e-03 0.00e+00
339191 10018 6.88e-03 0.00e+00
339398 10045 6.83e-03 0.00e+00
341083 10239 6.80e-03 0.00e+00
343925 10579 6.84e-03 0.00e+00
352833 11708 6.88e-03 0.00e+00
353099 11750 6.95e-03 0.00e+00
353362 11776 6.84e-03 0.00e+00
358595 12851 6.78e-03 0.00e+00
362460 13670 6.84e-03 0.00e+00
363089 13802 7.03e-03 0.00e+00
365775 14272 6.88e-03 0.00e+00
366005 14305 6.92e-03 0.00e+00
370034 14984 6.89e-03 0.00e+00
372654 15313 6.83e-03 0.00e+00
381565 16192 6.89e-03 0.00e+00
393776 17061 6.80e-03 0.00e+00
398698 17283 7.19e-03 0.00e+00
399168 17300 6.89e-03 0.00e+00
199280 271 6.83e-03 1.00e-03
216492 495 6.78e-03 1.00e-03
229277 1078 2.43e-04 1.00e-03
231751 1185 6.78e-03 1.00e-03
237289 1337 6.85e-03 1.00e-03
252771 2037 6.79e-03 1.00e-03
256474 2319 6.82e-03 1.00e-03
263388 3224 6.86e-03 1.00e-03
264436 3423 6.80e-03 1.00e-03
264668 3464 6.82e-03 1.00e-03
308845 6980 6.83e-03 1.00e-03
309555 7058 6.79e-03 1.00e-03
311165 7246 6.82e-03 1.00e-03
320247 8079 6.80e-03 1.00e-03
332931 9368 6.79e-03 1.00e-03
348381 11109 6.80e-03 1.00e-03
355536 12204 6.85e-03 1.00e-03
363458 13872 1.32e-04 1.00e-03
364802 14112 6.93e-03 1.00e-03
365402 14211 6.90e-03 1.00e-03
367013 14486 1.53e-04 1.00e-03
407375 17627 6.82e-03 1.00e-03
37869 96 6.79e-03 2.00e-03
225275 898 1.95e-04 2.00e-03
265627 3653 1.04e-04 2.00e-03
356134 12334 6.81e-03 2.00e-03
357669 12646 6.81e-03 2.00e-03
358866 12908 6.85e-03 2.00e-03
379680 15976 6.77e-03 2.00e-03
382064 16257 6.80e-03 2.00e-03
222572 814 6.78e-03 3.00e-03
259206 2547 1.11e-04 3.00e-03
270162 4007 6.79e-03 3.00e-03
297439 5737 6.81e-03 3.00e-03
297784 5770 1.77e-04 3.00e-03
298125 5798 2.86e-04 3.00e-03
321203 8170 4.56e-05 3.00e-03
342267 10400 9.25e-05 3.00e-03
225831 942 2.33e-04 4.00e-03
280357 4540 1.67e-04 4.00e-03
296871 5671 2.19e-04 4.00e-03
326948 8726 1.30e-04 4.00e-03
344192 10603 1.93e-04 4.00e-03
355759 12253 6.86e-03 4.00e-03
356022 12306 2.26e-04 4.00e-03
356972 12502 6.78e-03 4.00e-03
358994 12936 1.65e-04 4.00e-03
225245 897 1.18e-04 5.00e-03
255040 2229 9.95e-05 5.00e-03
257068 2364 6.79e-03 5.00e-03
265800 3680 9.71e-05 5.00e-03
296861 5667 4.17e-05 5.00e-03
304286 6485 1.51e-04 5.00e-03
304783 6535 9.86e-05 5.00e-03
306512 6716 3.53e-04 5.00e-03
349770 11305 1.51e-04 5.00e-03
352527 11669 9.48e-05 5.00e-03
356438 12403 2.02e-04 5.00e-03
365435 14217 1.17e-04 5.00e-03
367832 14621 1.11e-04 5.00e-03
394033 17078 1.10e-04 5.00e-03
440045 18786 1.54e-04 5.00e-03
225474 912 1.77e-04 6.00e-03
226760 984 1.23e-04 6.00e-03
252486 2006 2.70e-04 6.00e-03
265431 3624 2.27e-04 6.00e-03
265715 3664 2.39e-04 6.00e-03
268638 3902 1.26e-04 6.00e-03
270452 4025 4.78e-05 6.00e-03
294728 5371 1.95e-04 6.00e-03
296545 5621 1.32e-04 6.00e-03
318770 7929 7.79e-05 6.00e-03
356954 12498 1.11e-04 6.00e-03
373648 15385 1.52e-04 6.00e-03
378360 15834 5.36e-05 6.00e-03
379110 15915 1.47e-04 6.00e-03
379140 15918 1.77e-04 6.00e-03
390637 16914 9.89e-05 6.00e-03
401399 17382 1.74e-04 6.00e-03
3084 9 3.76e-04 7.00e-03
40663 100 7.04e-05 7.00e-03
205890 323 1.64e-04 7.00e-03
258743 2509 4.60e-04 7.00e-03
261693 2841 1.38e-04 7.00e-03
262186 2957 1.38e-04 7.00e-03
262623 3057 1.46e-04 7.00e-03
264832 3502 2.63e-04 7.00e-03
305651 6618 1.82e-04 7.00e-03
333666 9445 1.12e-04 7.00e-03
340089 10119 1.32e-04 7.00e-03
369293 14840 1.66e-04 7.00e-03
369647 14915 2.36e-04 7.00e-03
386331 16654 2.06e-04 7.00e-03
412237 17812 3.12e-04 7.00e-03
422753 18297 1.98e-04 7.00e-03
456953 19228 5.90e-05 7.00e-03
241052 1469 2.53e-04 8.00e-03
243924 1570 1.42e-04 8.00e-03
290310 5091 9.01e-05 8.00e-03
296026 5531 8.20e-05 8.00e-03
324302 8477 9.89e-05 8.00e-03
324890 8537 5.46e-05 8.00e-03
329990 9044 5.89e-05 8.00e-03
332049 9259 1.84e-04 8.00e-03
334145 9517 1.22e-04 8.00e-03
346032 10825 1.18e-04 8.00e-03
346206 10847 1.02e-04 8.00e-03
361359 13435 1.92e-04 8.00e-03
374467 15464 1.39e-04 8.00e-03
398632 17279 2.46e-04 8.00e-03
216254 460 1.24e-04 9.00e-03
231228 1165 1.24e-04 9.00e-03
245414 1637 1.87e-04 9.00e-03
250151 1875 1.22e-04 9.00e-03
250971 1909 5.53e-04 9.00e-03
251241 1923 1.16e-04 9.00e-03
258494 2493 1.25e-04 9.00e-03
262919 3118 1.07e-04 9.00e-03
264896 3513 1.37e-04 9.00e-03
292301 5211 1.55e-04 9.00e-03
294702 5368 1.01e-04 9.00e-03
312988 7448 1.04e-04 9.00e-03
337459 9837 1.92e-04 9.00e-03
340278 10136 1.39e-04 9.00e-03
351671 11559 1.61e-04 9.00e-03
361562 13471 1.23e-04 9.00e-03
370270 15020 1.22e-04 9.00e-03
385721 16573 1.41e-04 9.00e-03
427279 18412 1.11e-04 9.00e-03
454071 19122 2.15e-04 9.00e-03
470318 19483 1.05e-04 9.00e-03
164227 182 1.20e-04 1.00e-02
229239 1071 5.37e-04 1.00e-02
261267 2751 2.06e-04 1.00e-02
261740 2855 1.02e-04 1.00e-02
264037 3341 1.87e-04 1.00e-02
271348 4065 1.57e-04 1.00e-02
272298 4117 4.00e-04 1.00e-02
290866 5130 2.34e-04 1.00e-02
292807 5249 1.35e-04 1.00e-02
300289 6037 1.63e-04 1.00e-02
300589 6062 1.35e-04 1.00e-02
319591 8013 1.01e-04 1.00e-02
339659 10070 5.04e-05 1.00e-02
351391 11519 4.95e-05 1.00e-02
357624 12635 6.12e-05 1.00e-02
365924 14296 6.43e-05 1.00e-02
368450 14709 9.54e-05 1.00e-02
371985 15256 9.77e-05 1.00e-02
372126 15270 6.92e-05 1.00e-02
372136 15271 6.44e-05 1.00e-02
379612 15969 4.92e-05 1.00e-02
387841 16789 4.39e-05 1.00e-02
420040 18188 1.18e-04 1.00e-02
412 1 1.48e-04 1.10e-02
234590 1287 2.23e-04 1.10e-02
240662 1458 6.11e-05 1.10e-02
247182 1738 9.33e-05 1.10e-02
255226 2245 4.62e-05 1.10e-02
272190 4106 2.65e-04 1.10e-02
274520 4266 1.05e-04 1.10e-02
291295 5149 3.78e-04 1.10e-02
323587 8405 3.98e-05 1.10e-02
331602 9202 1.42e-04 1.10e-02
336888 9774 7.45e-05 1.10e-02
340797 10199 5.20e-05 1.10e-02
358983 12935 1.52e-04 1.10e-02
362469 13673 1.01e-04 1.10e-02
368226 14678 1.36e-04 1.10e-02
369568 14897 1.76e-05 1.10e-02
455952 19196 1.04e-04 1.10e-02
206544 333 9.76e-05 1.20e-02
219548 647 1.17e-04 1.20e-02
221132 702 1.56e-04 1.20e-02
221452 722 8.21e-05 1.20e-02
225614 925 1.09e-04 1.20e-02
228534 1037 1.41e-04 1.20e-02
229829 1110 6.06e-05 1.20e-02
239938 1425 1.88e-04 1.20e-02
240100 1432 7.88e-05 1.20e-02
242104 1489 9.85e-05 1.20e-02
243457 1551 1.31e-04 1.20e-02
252321 1996 9.47e-05 1.20e-02
255030 2227 2.13e-04 1.20e-02
259607 2585 1.14e-04 1.20e-02
283558 4732 1.37e-04 1.20e-02
307508 6827 1.47e-04 1.20e-02
325663 8603 1.12e-04 1.20e-02
329411 8985 1.51e-04 1.20e-02
345708 10784 8.40e-05 1.20e-02
353874 11853 1.50e-04 1.20e-02
