,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,Kulzcinsky,Imbalance_Ratio
804,"Carriageway_Hazards|None', 'Pedestrian_Crossing-Physical_Facilities|No physical crossing within 50 meters","Special_Conditions_at_Site|None', 'Accident_Severity|3",0.815663542307469,0.831829216396602,0.677883785009397,0.831082609248048,0.999102451400074,-0.000608980231502,0.995580045694345,0.980502743658266,0.285213309278258
805,"Special_Conditions_at_Site|None', 'Accident_Severity|3","Carriageway_Hazards|None', 'Pedestrian_Crossing-Physical_Facilities|No physical crossing within 50 meters', 'Pedestrian_Crossing-Human_Control|None within 50 metres",0.831829216396602,0.813981195047182,0.676400614729248,0.813148422051519,0.99897691371652,-0.000692724908419,0.995543131051896,0.980502743658266,0.285213309278258
806,"Special_Conditions_at_Site|None', 'Weather_Conditions|Fine without high winds', 'Road_Surface_Conditions|Dry","Carriageway_Hazards|None', 'Accident_Severity|3",0.66867607575781,0.837792766274266,0.559687314190294,0.837008133655749,0.999063452622053,-0.000524665060262,0.995186062739718,0.980502743658266,0.285213309278258
807,"Carriageway_Hazards|None', 'Pedestrian_Crossing-Physical_Facilities|No physical crossing within 50 meters', 'Pedestrian_Crossing-Human_Control|None within 50 metres","Special_Conditions_at_Site|None', 'Accident_Severity|3",0.813981195047182,0.831829216396602,0.676400614729248,0.830978183335109,0.99897691371652,-0.000692724908419,0.994964951399262,0.980502743658266,0.285213309278258
808,"Special_Conditions_at_Site|None', 'Weather_Conditions|Fine without high winds', 'Road_Surface_Conditions|Dry","Carriageway_Hazards|None', 'Accident_Severity|3', 'Pedestrian_Crossing-Human_Control|None within 50 metres",0.66867607575781,0.833759983654258,0.556931175166232,0.832886348648054,0.99895217445868,-0.000584178827593,0.994772210414074,0.980502743658266,0.285213309278258
809,"Special_Conditions_at_Site|None', 'Weather_Conditions|Fine without high winds', 'Road_Surface_Conditions|Dry', 'Pedestrian_Crossing-Human_Control|None within 50 metres","Carriageway_Hazards|None', 'Accident_Severity|3",0.665489979045994,0.837792766274266,0.556931175166232,0.836873871436223,0.998903195545446,-0.000611515306514,0.994366967167474,0.980502743658266,0.285213309278258
811,"Special_Conditions_at_Site|None', 'Road_Surface_Conditions|Dry","Carriageway_Hazards|None', 'Accident_Severity|3', 'Pedestrian_Crossing-Human_Control|None within 50 metres",0.681173512548517,0.833759983654258,0.567267798962075,0.832780177901692,0.998824834758474,-0.000667417726091,0.994140612397077,0.980502743658266,0.285213309278258
815,"Special_Conditions_at_Site|None', 'Road_Surface_Conditions|Dry', 'Pedestrian_Crossing-Human_Control|None within 50 metres","Carriageway_Hazards|None', 'Accident_Severity|3",0.677902894239963,0.837792766274266,0.567267798962075,0.836798018981866,0.998812657100367,-0.000674342068555,0.993904808714978,0.980502743658266,0.285213309278258
817,"Special_Conditions_at_Site|None', 'Weather_Conditions|Fine without high winds', 'Accident_Severity|3', 'Pedestrian_Crossing-Human_Control|None within 50 metres","Carriageway_Hazards|None', 'Pedestrian_Crossing-Physical_Facilities|No physical crossing within 50 meters",0.678360045832755,0.815663542307469,0.552358189297508,0.814255191900981,0.99827336844981,-0.000955368646294,0.992417820875311,0.980502743658266,0.285213309278258
818,"Carriageway_Hazards|None', 'Accident_Severity|3","Special_Conditions_at_Site|None', 'Pedestrian_Crossing-Physical_Facilities|No physical crossing within 50 meters', 'Pedestrian_Crossing-Human_Control|None within 50 metres",0.837792766274266,0.808946647763228,0.676400614729248,0.807360294762698,0.998038989338894,-0.001329035068601,0.991765181541494,0.980502743658266,0.285213309278258
820,"Carriageway_Hazards|None', 'Did_Police_Officer_Attend_Scene_of_Accident|Yes",Special_Conditions_at_Site|None,0.803016906524259,0.976026735283504,0.783592373653075,0.975810555527081,0.999778510415127,-0.000173595999256,0.991063054107543,0.980502743658266,0.285213309278258
821,"Special_Conditions_at_Site|None', 'Pedestrian_Crossing-Physical_Facilities|No physical crossing within 50 meters",Carriageway_Hazards|None,0.810612090704168,0.982690711958483,0.796453620794959,0.98253360630618,0.999840127060945,-0.000127351741274,0.991005261014005,0.980502743658266,0.285213309278258
822,"Carriageway_Hazards|None', 'Pedestrian_Crossing-Human_Control|None within 50 metres', 'Did_Police_Officer_Attend_Scene_of_Accident|Yes",Special_Conditions_at_Site|None,0.799524327152967,0.976026735283504,0.780182110967302,0.975807845329058,0.999775733648954,-0.000175007843549,0.990952027323616,0.980502743658266,0.285213309278258
823,"Special_Conditions_at_Site|None', 'Pedestrian_Crossing-Physical_Facilities|No physical crossing within 50 meters', 'Pedestrian_Crossing-Human_Control|None within 50 metres",Carriageway_Hazards|None,0.808946647763228,0.982690711958483,0.794813901818243,0.982529446182808,0.999835893660424,-0.000130455408631,0.99076928085037,0.980502743658266,0.285213309278258
824,"Carriageway_Hazards|None', 'Pedestrian_Crossing-Physical_Facilities|No physical crossing within 50 meters","Special_Conditions_at_Site|None', 'Weather_Conditions|Fine without high winds",0.815663542307469,0.803449804093638,0.653737067276986,0.801478837006247,0.997546869664603,-0.001607645996273,0.990071753269685,0.980502743658266,0.285213309278258
