,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
566,"frozenset({'Road_Type|Single carriageway', 'Time_of_Day|Mid_Day', 'Weather_Conditions|Raining with high winds'})",frozenset({'Accident_Severity|3'}),0.013884375038567709,0.8704659801957388,0.011991986144422184,0.8637037037037036,0.992231429319599,-9.388998292990565e-05,0.9503854713899591
189,"frozenset({'Day_of_Week|weekend', 'Weather_Conditions|Fine with high winds'})",frozenset({'Road_Type|Single carriageway'}),0.016945108380403077,0.7414749937263194,0.012460969479058248,0.7353726632677835,0.9917700117870889,-0.00010340465099292588,0.9769399090287069
487,"frozenset({'Road_Type|Single carriageway', 'Accident_Severity|3', 'Weather_Conditions|Other'})",frozenset({'Day_of_Week|weekday'}),0.08533851134816253,0.7738266160384073,0.06548488351523579,0.7673544157346703,0.991636110506419,-0.0005523279390680369,0.972179999357497
617,"frozenset({'Day_of_Week|weekday', 'Accident_Severity|3', 'Time_of_Day|Rush Hour'})",frozenset({'Road_Type|Single carriageway'}),0.36912279546978555,0.7414749937263194,0.27135211186486696,0.7351269420234937,0.9914386165999702,-0.0023432105903337663,0.9760336073765994
191,"frozenset({'Time_of_Day|Mid_Day', 'Weather_Conditions|Fine with high winds'})",frozenset({'Road_Type|Single carriageway'}),0.027386158409405996,0.7414749937263194,0.020125144500347622,0.7348655550548294,0.991086093627684,-0.00018100713445467695,0.9750713692713264
215,"frozenset({'Accident_Severity|3', 'Weather_Conditions|Raining with high winds'})",frozenset({'Day_of_Week|weekday'}),0.06240358072889884,0.7738266160384073,0.047856869577380196,0.7668930054716857,0.9910398396449348,-0.0004326821267431613,0.9702556734483597
34,frozenset({'Road_Type|Single carriageway'}),frozenset({'Accident_Severity|3'}),0.7414749937263194,0.8704659801957388,0.6396027628877855,0.8626086763539119,0.9909734509784517,-0.005825994316824401,0.9428107712094915
35,frozenset({'Accident_Severity|3'}),frozenset({'Road_Type|Single carriageway'}),0.8704659801957388,0.7414749937263194,0.6396027628877855,0.7347820333471965,0.9909734509784516,-0.005825994316824401,0.9747643024958235
3,frozenset({'Road_Type|Dual carriageway'}),frozenset({'Weather_Conditions|Raining without high winds'}),0.16273310322981419,0.6552478823756885,0.10566112251572533,0.6492908966807391,0.9909088058806821,-0.0009693987680347294,0.9830144537493611
41,frozenset({'Time_of_Day|Night'}),frozenset({'Road_Type|Single carriageway'}),0.209141883914283,0.7414749937263194,0.15361672542671312,0.7345096187890947,0.9906060555026679,-0.0014567516365404931,0.9737641156509869
725,"frozenset({'Day_of_Week|weekday', 'Road_Type|Dual carriageway', 'Time_of_Day|Mid_Day', 'Accident_Severity|3'})",frozenset({'Weather_Conditions|Raining without high winds'}),0.029410191748361642,0.6552478823756885,0.0190884444974679,0.649041824031333,0.9905286861487371,-0.00018252136590901635,0.9823168150243932
130,"frozenset({'Time_of_Day|Night', 'Accident_Severity|3'})",frozenset({'Weather_Conditions|Raining without high winds'}),0.1738035782605655,0.6552478823756885,0.11274935309097042,0.6487170990342738,0.9900331103433153,-0.0011350735135823714,0.9814087639237187
227,"frozenset({'Accident_Severity|3', 'Weather_Conditions|Fog or mist'})",frozenset({'Road_Type|Single carriageway'}),0.026271294517420263,0.7414749937263194,0.01928179727578277,0.7339492640150329,0.989850325668482,-0.00019771066170370943,0.9717131783777071
